2.718085124497936267e+00,-2.465404946194559344e+01,1.655960016870178242e+00,3.437192791958374460e+00
6.797159058024722089e-01,-9.891376144148422256e+00,2.228363102541902840e+00,7.250770149368959139e-01
-2.649115604529795220e+00,-2.149902708756283687e+01,1.414981039760778048e+00,5.505456528741706990e+00
1.881774329603691787e-01,-2.237393551934946601e+01,2.326615499448216884e+00,-2.552374224751563503e-02
-6.272366060719093417e-01,-1.942849296761045608e+01,1.739061018008786208e+00,4.330010717440657686e-01
3.581936134157877927e+00,-2.021545940083809612e+01,3.656286203833602588e+00,3.815609786303495454e+00
1.618523561488201423e+00,-3.455612439385069479e+01,2.941034131640246407e+00,3.163148140658297969e+00
-3.738797500380607319e-01,-1.454148853442494094e+01,1.320644438930009379e+00,-3.466238308559974612e-01
-7.846150071658093417e-01,-1.212731311711144500e+01,4.329709721723566940e-01,6.465004345803242458e-01
5.238888523433848921e-01,-2.436271915719223102e+01,2.168362133828392491e+00,2.901201357609005882e+00
-3.627653909982919700e-02,-2.322149734887859651e+01,5.657937610163765285e+00,4.553005409714446117e+00
2.601738814898189478e+00,-2.618659048613960039e+01,5.287846494398907637e+00,3.417406275843982932e+00
2.479071855207466868e+00,-2.482219962913317701e+01,6.518237493237125868e+00,3.255042948668346092e+00
1.751707711378187371e+00,-2.042208375584215929e+01,7.516592617902050355e-01,1.589576203240713248e+00
-1.965059598060746038e-01,-1.455437497707866612e+01,2.810922605438046062e+00,6.708985146869719252e+00
4.524439645821490830e-01,-2.459029874299774576e+01,2.602714498029002232e+00,-1.292792878883721075e+00
-4.731913825846566224e-02,-1.808598161371947555e+01,6.161645898833966184e-01,9.889126140319230984e-01
1.672909297625811753e+00,-2.288415329091763084e+01,4.572741688568442431e-01,2.650718916128305125e+00
1.449331031239763590e+00,-3.069346494338883247e+01,7.951285438376216597e+00,4.064750044512939198e+00
9.298227097425950660e-01,-1.667927632222948375e+01,2.648024111752926846e+00,3.572552648419971000e+00
